Section ID,Section,HS2 ID,HS2,Trade Value,Share,Year
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils, & waxes",1010910106.0,2.385573539981896,2006
4,Foodstuffs,416,"Preparations of fish, crustacenas, & molluscs",21963837.0,0.0518308681184312,2006
4,Foodstuffs,417,Sugars & confectioneries,120600213.0,0.2845957077107118,2006
4,Foodstuffs,418,Cocoa & cocoa preparations,258018031.0,0.608878063379286,2006
4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk",112693830.0,0.2659380071201089,2006
4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other plant parts",136050212.0,0.3210550413234542,2006
4,Foodstuffs,421,Miscellaneous edible preparations,45645745.0,0.1077160875516669,2006
4,Foodstuffs,422,"Beverages, spirits, & vinegar",417330174.0,0.9848272508321732,2006
4,Foodstuffs,423,Food residues & wastes; animal fodder,179846721.0,0.4244072507769613,2006
4,Foodstuffs,424,Tobacco & substitutes,114609130.0,0.270457784866922,2006
1,Animal Products,101,Live animals,5008327.0,0.0091264481679401,2007
1,Animal Products,102,Meat & edible offal,104834547.0,0.1910352617560684,2007
1,Animal Products,103,"Fish, Crustaceans & Molluscs",8524879.0,0.0155345021064841,2007
1,Animal Products,104,"Edible products of animal origin, n.e.s.",640055162.0,1.166343623452608,2007
1,Animal Products,105,"Animal originated products, n.e.s.",16363179.0,0.0298178823000627,2007
2,Vegetable Products,206,"Live trees, plants, bulbs, cut flowers, & ornamental foliage",2286920.0,0.0041673510623858,2007
2,Vegetable Products,207,"Edible vegetables, roots, & tubers",88148896.0,0.1606297532899002,2007
2,Vegetable Products,208,"Edible fruits, nuts & fruit peels",150546762.0,0.2743345672605284,2007
2,Vegetable Products,209,"Coffee, tea, mate & spices",5073143.0,0.009244559438321,2007
2,Vegetable Products,210,Cereals,1038661416.0,1.8927058031880333,2007
2,Vegetable Products,211,Products of the milling industry,94395178.0,0.172012070961118,2007
2,Vegetable Products,212,"Oils seeds, oleaginous fruits, grains, straw & fodder",721328806.0,1.3144449154380595,2007
